id,qid1,qid2,question1,question2,is_duplicate
187254,253864,297184,Which is better: Java or Python?,Which is better: Java or Python?,1
187255,225482,170440,What are the differences between Android and iOS?,How do you sleep well?,0
187256,175083,184156,How can I improve my communication skills?,How can I improve my communication skills?,1
187257,137725,256013,How do I remove water from ear?,How do I remove water from ear?,1
187258,201129,133642,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187259,123797,235183,How do I remove water from ear?,How can I motivate myself to achieve more?,0
187260,292434,247320,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187261,152497,216511,Which is better: Java or Python?,Will there be a war between India and Pakistan?,0
187262,279305,238354,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
187263,108506,142185,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187264,161445,115071,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
187265,280612,123932,How do I remove water from ear?,How do I remove water from ear?,1
187266,108705,292603,What is the future of data science?,What are the best books on modern philosophy?,0
187267,166570,175178,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187268,271705,163667,What is GST and how does it benefit common people?,Is it scientifically possible to bring someone back to life?,0
187269,104707,150563,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187270,176518,106691,How do you sleep well?,How can I improve my communication skills?,0
187271,175571,293513,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
187272,158750,142274,How do you sleep well?,How can I improve my communication skills?,0
187273,260862,289280,How can I improve my communication skills?,What are the differences between Android and iOS?,0
187274,283381,104060,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187275,273700,175286,What is the most beautiful moment in your life?,How can I improve my communication skills?,0
187276,239108,268139,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187277,201333,158268,What is GST and how does it benefit common people?,What should I do to overcome anxiety?,0
187278,219997,191145,How can I improve my communication skills?,How can I motivate myself to achieve more?,0
187279,238549,246303,How do I remove water from ear?,How do I remove water from ear?,1
187280,169261,206194,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187281,187217,269199,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187282,298742,103725,What is GST and how does it benefit common people?,How can I improve my communication skills?,0
187283,135751,219697,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
187284,260728,111047,What should I do to overcome anxiety?,How can I get venture capital for my startup?,0
187285,138043,149586,Will there be a war between India and Pakistan?,How can I get venture capital for my startup?,0
187286,266883,150890,Which is better: Java or Python?,Which is better: Java or Python?,1
187287,292457,187723,How do I remove water from ear?,How should I I remove water from ear?,1
187288,165117,125479,Will there be a war between India and Pakistan?,Is it scientifically possible to bring someone back to life?,0
187289,241171,259022,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
187290,123115,158914,What is the future of data science?,Is it scientifically possible to bring someone back to life?,0
187291,245473,121259,What are the best books on modern philosophy?,What should I do to overcome anxiety?,0
187292,159001,112654,What are the differences between Android and iOS?,What is GST and how does it benefit common people?,0
187293,102586,212095,Which is better: Java or Python?,What are the best books on modern philosophy?,0
187294,249238,141941,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187295,114605,250408,What is the future of data science?,How do I remove water from ear?,0
187296,125268,197625,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187297,166469,108900,What is GST and how does it benefit common people?,What is GST and how should Ies it benefit common people?,1
187298,296423,112725,What should I do to overcome anxiety?,Will there be a war between India and Pakistan?,0
187299,183613,171843,How can I get venture capital for my startup?,Will there be a war between India and Pakistan?,0
187300,179396,299720,How do I remove water from ear?,What are some good laptops under 60k?,0
187301,146326,126468,Is it scientifically possible to bring someone back to life?,Which is better: Java or Python?,0
187302,115293,174692,How do I remove water from ear?,What are the differences between Android and iOS?,0
187303,137442,293853,What is GST and how does it benefit common people?,What are some good laptops under 60k?,0
187304,255573,112212,What should I do to overcome anxiety?,What is GST and how does it benefit common people?,0
187305,214291,126957,How do I remove water from ear?,How do I remove water from ear?,1
187306,287139,129826,What is the future of data science?,How can I get venture capital for my startup?,0
187307,115146,101290,Will there be a war between India and Pakistan?,How do you sleep well?,0
187308,299176,123795,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187309,157558,157252,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187310,150004,243300,How can I motivate myself to achieve more?,What should I do to overcome anxiety?,0
187311,171550,218916,What is the future of data science?,Which is better: Java or Python?,0
187312,126246,299192,How do you sleep well?,What is GST and how does it benefit common people?,0
187313,132250,224936,What is the future of data science?,How do you sleep well?,0
187314,202488,200694,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187315,190127,135256,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
187316,243638,297188,How do you sleep well?,What is the most beautiful moment in your life?,0
187317,177757,221727,What is the most beautiful moment in your life?,What should I do to overcome anxiety?,0
187318,200281,273022,What are the differences between Android and iOS?,Will there be a war between India and Pakistan?,0
187319,291806,161006,How do you sleep well?,What should I do to overcome anxiety?,0
187320,290190,268304,How do you sleep well?,How do you sleep well?,1
187321,167420,154364,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187322,234157,267636,What is the future of data science?,How do you sleep well?,0
187323,180711,135446,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187324,138803,236997,How do you sleep well?,How do you sleep well?,1
187325,150501,146493,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187326,224673,124800,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187327,133093,185516,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187328,261212,146026,What should I do to overcome anxiety?,How do I remove water from ear?,0
187329,177869,157220,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
187330,138921,141827,Will there be a war between India and Pakistan?,How can I get venture capital for my startup?,0
187331,200467,225168,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187332,247253,132181,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187333,138963,217765,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187334,262589,270161,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187335,212476,120958,How can I improve my communication skills?,How can I motivate myself to achieve more?,0
187336,214392,291675,Is it scientifically possible to bring someone back to life?,Will there be a war between India and Pakistan?,0
187337,256592,292485,What are some good laptops under 60k?,How can I get venture capital for my startup?,0
187338,257057,245787,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
187339,128855,187362,How can I motivate myself to achieve more?,How can I improve my communication skills?,0
187340,297049,105166,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187341,180135,152254,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187342,178839,109464,What is the most beautiful moment in your life?,What are some good laptops under 60k?,0
187343,206619,169152,What is the most beautiful moment in your life?,What is the future of data science?,0
187344,129637,219330,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187345,170170,256877,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187346,164017,249795,How do I remove water from ear?,How do you sleep well?,0
187347,159477,133917,How can I improve my communication skills?,How can I improve my communication skills?,1
187348,285436,182349,What are the differences between Android and iOS?,Which is better: Java or Python?,0
187349,106522,196535,What are some good laptops under 60k?,Which is better: Java or Python?,0
187350,161621,198415,How do I remove water from ear?,What are the best books on modern philosophy?,0
187351,245576,123356,How can I motivate myself to achieve more?,What is GST and how does it benefit common people?,0
187352,121030,116484,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187353,177224,105891,What are some good laptops under 60k?,What is the most beautiful moment in your life?,0
187354,148725,255954,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187355,163416,144062,How can I get venture capital for my startup?,What are the differences between Android and iOS?,0
187356,267440,141323,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
187357,247637,264587,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187358,132828,248638,How can I improve my communication skills?,What is the most beautiful moment in your life?,0
187359,270220,232447,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187360,111174,227657,How can I improve my communication skills?,How do I improve my communication skills?,1
187361,211593,272941,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187362,143881,299206,How do you sleep well?,What is the future of data science?,0
187363,129067,111875,How can I motivate myself to achieve more?,How can I get venture capital for my startup?,0
187364,213518,205675,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187365,220469,281426,How can I improve my communication skills?,How can I improve my communication skills?,1
187366,141094,242396,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
187367,190054,216656,What are the differences between Android and iOS?,How can I get venture capital for my startup?,0
187368,282651,208167,Is it scientifically possible to bring someone back to life?,Which is better: Java or Python?,0
187369,239990,197270,How can I get venture capital for my startup?,What are the differences between Android and iOS?,0
187370,279843,135190,How do I remove water from ear?,How do I remove water from ear?,1
187371,176647,132584,How do you sleep well?,How should I you sleep well?,1
187372,105648,201808,How can I get venture capital for my startup?,Is it scientifically possible to bring someone back to life?,0
187373,284464,296797,What is the future of data science?,What's the future of data science?,1
187374,127293,117524,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187375,266302,240025,How do I remove water from ear?,What are the differences between Android and iOS?,0
187376,187439,104607,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187377,233238,115809,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187378,235890,135253,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187379,179863,147677,What is the future of data science?,How can I improve my communication skills?,0
187380,191211,197405,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187381,149040,161752,What should I do to overcome anxiety?,How do I remove water from ear?,0
187382,110888,287210,How can I improve my communication skills?,How can I improve my communication skills?,1
187383,252029,111527,Will there be a war between India and Pakistan?,What should I do to overcome anxiety?,0
187384,282039,200462,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187385,270311,227005,How do I remove water from ear?,How should I I remove water from ear?,1
187386,236265,232343,What is the future of data science?,What are the differences between Android and iOS?,0
187387,109408,233388,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187388,124372,100583,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187389,183252,290130,Which is better: Java or Python?,Which is better: Java or Python?,1
187390,114329,126504,How do I remove water from ear?,How do I remove water from ear?,1
187391,298022,117934,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187392,180126,235400,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187393,187838,286260,What are the differences between Android and iOS?,What is the future of data science?,0
187394,134780,164279,What is the most beautiful moment in your life?,Which is better: Java or Python?,0
187395,203504,165119,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187396,135561,250308,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
187397,278786,206380,How can I get venture capital for my startup?,What is GST and how does it benefit common people?,0
187398,268104,201619,What are some good laptops under 60k?,Which is better: Java or Python?,0
187399,140240,101939,How do you sleep well?,What is the most beautiful moment in your life?,0
187400,197045,159962,What are the differences between Android and iOS?,How can I improve my communication skills?,0
187401,193094,141313,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
187402,211378,141519,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187403,267447,247760,What should I do to overcome anxiety?,What are the best books on modern philosophy?,0
187404,228105,195374,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187405,175279,192287,What should I do to overcome anxiety?,How can I improve my communication skills?,0
187406,271741,115572,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187407,275535,295948,Will there be a war between India and Pakistan?,What should I do to overcome anxiety?,0
187408,264825,172889,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187409,272007,280112,How can I improve my communication skills?,How do I improve my communication skills?,1
187410,116593,121146,How do I remove water from ear?,What are the differences between Android and iOS?,0
187411,221394,239675,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187412,178012,205199,What are the best books on modern philosophy?,What are some the best books on modern philosophy?,1
187413,151530,262763,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
187414,164405,108303,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187415,168571,242223,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187416,275913,268510,Which is better: Java or Python?,How do I remove water from ear?,0
187417,162953,295134,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187418,205111,140664,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187419,223113,223916,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187420,219882,269764,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
187421,216395,276815,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187422,221668,192112,What is the most beautiful moment in your life?,Which is better: Java or Python?,0
187423,118455,154338,What is the future of data science?,What's the future of data science?,1
187424,209943,216274,How do I remove water from ear?,How do I remove water from ear?,1
187425,208415,196598,Which is better: Java or Python?,How can I improve my communication skills?,0
187426,280295,104867,What is the future of data science?,What is the future of data science?,1
187427,199547,211185,How do I remove water from ear?,What should I do to overcome anxiety?,0
187428,264573,193289,How do you sleep well?,How do you sleep well?,1
187429,205701,126425,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187430,220667,177779,Which is better: Java or Python?,How can I motivate myself to achieve more?,0
187431,170482,175778,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187432,190212,229878,How can I get venture capital for my startup?,What are the differences between Android and iOS?,0
187433,167645,252376,What is the future of data science?,Will there be a war between India and Pakistan?,0
187434,296989,120396,What are some good laptops under 60k?,How can I motivate myself to achieve more?,0
187435,262736,129522,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187436,291582,247312,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187437,191909,205979,What should I do to overcome anxiety?,What are some good laptops under 60k?,0
187438,177164,271111,What is the most beautiful moment in your life?,Will there be a war between India and Pakistan?,0
187439,165695,290472,How do you sleep well?,What are the differences between Android and iOS?,0
187440,224699,165522,How do you sleep well?,How do you sleep well?,1
187441,106675,178911,What should I do to overcome anxiety?,How do I remove water from ear?,0
187442,219971,203557,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187443,215346,292373,How do I remove water from ear?,How can I get venture capital for my startup?,0
187444,148974,142779,Is it scientifically possible to bring someone back to life?,What are some good laptops under 60k?,0
187445,117237,185915,How can I improve my communication skills?,How do I improve my communication skills?,1
187446,198458,270423,What is the future of data science?,What is the future of data science?,1
187447,176739,271328,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187448,258888,295086,What are some good laptops under 60k?,What is the future of data science?,0
187449,202217,163758,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187450,138760,102814,Which is better: Java or Python?,Which is better: Java or Python?,1
187451,179053,108204,Will there be a war between India and Pakistan?,What are some good laptops under 60k?,0
187452,234224,225078,What is the future of data science?,What is the most beautiful moment in your life?,0
187453,270117,235144,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187454,292017,108830,How can I get venture capital for my startup?,What are some good laptops under 60k?,0
187455,129339,143147,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187456,177125,237770,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187457,223337,260237,Will there be a war between India and Pakistan?,Which is better: Java or Python?,0
187458,195807,295759,What is the future of data science?,What is GST and how does it benefit common people?,0
187459,236830,283772,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187460,188110,165028,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187461,193233,170547,What is the most beautiful moment in your life?,What are the best books on modern philosophy?,0
187462,201254,262792,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187463,249891,257262,What are some good laptops under 60k?,How can I get venture capital for my startup?,0
187464,275846,190008,What is GST and how does it benefit common people?,How can I get venture capital for my startup?,0
187465,129228,187204,How do I remove water from ear?,How do I remove water from ear?,1
187466,288210,296086,How can I improve my communication skills?,How can I improve my communication skills?,1
187467,120769,254761,How can I improve my communication skills?,How can I improve my communication skills?,1
187468,111744,149235,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
187469,208784,103837,What are the best books on modern philosophy?,How can I motivate myself to achieve more?,0
187470,186362,110202,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187471,143360,282268,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187472,255980,208586,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187473,175094,267078,Which is better: Java or Python?,How do I remove water from ear?,0
187474,147189,259350,Which is better: Java or Python?,What is the most beautiful moment in your life?,0
187475,260121,256828,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
187476,190965,242558,Will there be a war between India and Pakistan?,What should I do to overcome anxiety?,0
187477,132686,110252,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187478,125449,110459,Which is better: Java or Python?,How do I remove water from ear?,0
187479,177272,259048,How can I motivate myself to achieve more?,How do you sleep well?,0
187480,230680,139365,What is the most beautiful moment in your life?,Will there be a war between India and Pakistan?,0
187481,290532,277328,What is GST and how does it benefit common people?,What is GST and how should Ies it benefit common people?,1
187482,280595,289507,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
187483,225625,229024,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187484,107297,290184,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187485,129633,249433,How do I remove water from ear?,How should I I remove water from ear?,1
187486,144240,286750,What is the most beautiful moment in your life?,What is GST and how does it benefit common people?,0
187487,181390,167819,What is GST and how does it benefit common people?,What are the best books on modern philosophy?,0
187488,292209,100743,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
187489,286985,157630,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187490,129246,205849,How do I remove water from ear?,What are the differences between Android and iOS?,0
187491,119884,155535,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187492,114842,239198,How can I get venture capital for my startup?,What is the future of data science?,0
187493,249486,150252,Which is better: Java or Python?,How do I remove water from ear?,0
187494,172803,236003,How do you sleep well?,What should I do to overcome anxiety?,0
187495,228022,225781,How can I get venture capital for my startup?,Which is better: Java or Python?,0
187496,250241,213156,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187497,112758,207659,Is it scientifically possible to bring someone back to life?,How can I get venture capital for my startup?,0
187498,222842,134398,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187499,243813,127984,What are the differences between Android and iOS?,What are the best books on modern philosophy?,0
187500,251638,260132,Is it scientifically possible to bring someone back to life?,What are the best books on modern philosophy?,0
187501,116417,269003,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
187502,234010,101099,How can I improve my communication skills?,Is it scientifically possible to bring someone back to life?,0
187503,239351,213463,How do you sleep well?,How do you sleep well?,1
187504,106774,298580,How do I remove water from ear?,Is it scientifically possible to bring someone back to life?,0
187505,287841,152926,How can I improve my communication skills?,How can I improve my communication skills?,1
187506,247169,146901,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
187507,247898,279001,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187508,260629,278754,How do you sleep well?,How should I you sleep well?,1
187509,152693,139645,Is it scientifically possible to bring someone back to life?,Which is better: Java or Python?,0
187510,247580,296067,What is the future of data science?,What is the future of data science?,1
187511,291306,212030,How can I get venture capital for my startup?,Which is better: Java or Python?,0
187512,216228,223351,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187513,254078,199380,How do you sleep well?,How do you sleep well?,1
187514,242253,117681,What is the future of data science?,What is the future of data science?,1
187515,280128,247535,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187516,266336,123321,How can I improve my communication skills?,What is the future of data science?,0
187517,133990,258365,Will there be a war between India and Pakistan?,What are some good laptops under 60k?,0
187518,135072,252788,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187519,125652,245783,How do I remove water from ear?,How do I remove water from ear?,1
187520,222511,182400,How do you sleep well?,How do you sleep well?,1
187521,274649,152185,Is it scientifically possible to bring someone back to life?,How do I remove water from ear?,0
187522,146966,203640,Which is better: Java or Python?,What is the most beautiful moment in your life?,0
187523,279040,182343,What should I do to overcome anxiety?,How can I get venture capital for my startup?,0
187524,159789,273693,How do you sleep well?,How should I you sleep well?,1
187525,232490,170759,What is GST and how does it benefit common people?,What is the most beautiful moment in your life?,0
187526,228051,275581,How do you sleep well?,How do you sleep well?,1
187527,248998,261078,Which is better: Java or Python?,What are the best books on modern philosophy?,0
187528,251990,188068,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
187529,184619,238571,What are the best books on modern philosophy?,What is the most beautiful moment in your life?,0
187530,292233,274623,What are some good laptops under 60k?,Which is better: Java or Python?,0
187531,105281,244834,How do you sleep well?,How do you sleep well?,1
187532,261800,201370,What is GST and how does it benefit common people?,What is the most beautiful moment in your life?,0
187533,214163,258948,What is the future of data science?,What's the future of data science?,1
187534,186332,291130,What are the best books on modern philosophy?,How can I get venture capital for my startup?,0
187535,260112,187872,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187536,187943,177719,How do I remove water from ear?,How do I remove water from ear?,1
187537,165771,184930,How can I improve my communication skills?,How can I improve my communication skills?,1
187538,214419,198990,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187539,291214,233305,How can I motivate myself to achieve more?,Is it scientifically possible to bring someone back to life?,0
187540,250684,207148,How can I improve my communication skills?,What is the future of data science?,0
187541,196474,261949,Which is better: Java or Python?,Which is better: Java or Python?,1
187542,150245,215013,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187543,251537,261548,What is GST and how does it benefit common people?,How do you sleep well?,0
187544,114276,218841,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187545,165146,145094,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187546,121226,261122,How can I motivate myself to achieve more?,How can I improve my communication skills?,0
187547,288230,234508,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187548,174662,282055,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187549,245690,156581,How do I remove water from ear?,Which is better: Java or Python?,0
187550,175978,136197,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
187551,274062,137319,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
187552,293036,215389,Which is better: Java or Python?,Which is better: Java or Python?,1
187553,293478,104977,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187554,180686,297971,How do you sleep well?,How do you sleep well?,1
187555,262729,231992,What is the future of data science?,How can I improve my communication skills?,0
187556,166656,152737,Will there be a war between India and Pakistan?,What is the most beautiful moment in your life?,0
187557,137213,169571,What is the future of data science?,How do I remove water from ear?,0
187558,170597,234825,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187559,155405,121456,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187560,145058,262128,How do you sleep well?,How can I improve my communication skills?,0
187561,292066,242718,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187562,144005,128738,How do I remove water from ear?,How do I remove water from ear?,1
187563,177854,188602,What are some good laptops under 60k?,How can I get venture capital for my startup?,0
187564,162113,290541,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187565,162360,144410,What is the future of data science?,What is the most beautiful moment in your life?,0
187566,299293,140253,How do I remove water from ear?,How do I remove water from ear?,1
187567,271769,161154,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187568,101641,147029,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187569,289061,248821,How can I get venture capital for my startup?,How can I motivate myself to achieve more?,0
187570,286542,237951,How do you sleep well?,What is GST and how does it benefit common people?,0
187571,165116,228250,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187572,207503,175600,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187573,141028,208654,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187574,134484,149198,What are the differences between Android and iOS?,What are some good laptops under 60k?,0
187575,199397,121327,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187576,196745,191233,How do I remove water from ear?,Which is better: Java or Python?,0
187577,166910,196535,How do I remove water from ear?,How do I remove water from ear?,1
187578,148112,249464,How do I remove water from ear?,What are the differences between Android and iOS?,0
187579,255421,221108,Is it scientifically possible to bring someone back to life?,What are the differences between Android and iOS?,0
187580,128234,131555,What are the differences between Android and iOS?,What is GST and how does it benefit common people?,0
187581,294607,146424,Is it scientifically possible to bring someone back to life?,What is GST and how does it benefit common people?,0
187582,124562,147191,What is the future of data science?,What is the future of data science?,1
187583,137534,163864,How do I remove water from ear?,What are the differences between Android and iOS?,0
187584,257628,150093,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187585,122902,183325,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
187586,125418,247335,How do you sleep well?,How do you sleep well?,1
187587,299682,149979,How do I remove water from ear?,How do I remove water from ear?,1
187588,282033,192697,What is the future of data science?,What is GST and how does it benefit common people?,0
187589,102846,204675,How do I remove water from ear?,How can I motivate myself to achieve more?,0
187590,230942,200238,What should I do to overcome anxiety?,What are the best books on modern philosophy?,0
187591,162572,284323,How do I remove water from ear?,What is the most beautiful moment in your life?,0
187592,201325,210779,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187593,211502,101179,How can I improve my communication skills?,How do you sleep well?,0
187594,282850,252894,How can I improve my communication skills?,How can I improve my communication skills?,1
187595,268327,222317,What is the future of data science?,How can I improve my communication skills?,0
187596,284679,227974,Which is better: Java or Python?,Which is better: Java or Python?,1
187597,208605,185708,Which is better: Java or Python?,What is the future of data science?,0
187598,187545,185141,How can I improve my communication skills?,How can I get venture capital for my startup?,0
187599,288005,277937,How can I improve my communication skills?,Will there be a war between India and Pakistan?,0
187600,154790,113457,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187601,149382,154292,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187602,110748,158353,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187603,145096,212683,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187604,291554,265268,Is it scientifically possible to bring someone back to life?,How can I improve my communication skills?,0
187605,245616,150740,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187606,222778,229671,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187607,228637,200937,How do I remove water from ear?,How should I I remove water from ear?,1
187608,155630,140450,What should I do to overcome anxiety?,What are the best books on modern philosophy?,0
187609,140077,180782,How can I motivate myself to achieve more?,What is the future of data science?,0
187610,119273,191194,Will there be a war between India and Pakistan?,How can I get venture capital for my startup?,0
187611,102367,251195,What are some good laptops under 60k?,What is GST and how does it benefit common people?,0
187612,247764,143516,How do I remove water from ear?,What is GST and how does it benefit common people?,0
187613,227241,106185,How can I improve my communication skills?,How do you sleep well?,0
187614,206321,273820,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187615,199137,296415,What should I do to overcome anxiety?,What is the future of data science?,0
187616,249834,213099,How can I improve my communication skills?,How can I improve my communication skills?,1
187617,236506,129693,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187618,202412,177323,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187619,260935,286646,How do you sleep well?,What is GST and how does it benefit common people?,0
187620,138694,240848,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
